Date,Open,High,Low,Close,Adj Close,Volume
17-08-2023,28699.80273,28745.94727,25409.11133,26664.55078,26664.55078,31120851211
18-08-2023,26636.07813,26808.19531,25668.92188,26049.55664,26049.55664,24026236529
19-08-2023,26047.83203,26249.44922,25802.4082,26096.20508,26096.20508,10631443812
20-08-2023,26096.86133,26260.68164,26004.31445,26189.58398,26189.58398,9036580420
21-08-2023,26188.69141,26220.20117,25846.08789,26124.14063,26124.14063,13371557893
22-08-2023,26130.74805,26135.50781,25520.72852,26031.65625,26031.65625,14503820706
23-08-2023,26040.47461,26786.89844,25804.99805,26431.64063,26431.64063,16985265785
24-08-2023,26431.51953,26554.91016,25914.92578,26162.37305,26162.37305,12871532023
25-08-2023,26163.67969,26248.10352,25786.8125,26047.66797,26047.66797,12406045118
26-08-2023,26047.23438,26107.38477,25983.87891,26008.46289,26008.46289,6034817316
27-08-2023,26008.24219,26165.37305,25965.09766,26089.69336,26089.69336,6913768611
28-08-2023,26089.61523,26198.57813,25880.59961,26106.15039,26106.15039,11002805166
29-08-2023,26102.48633,28089.33789,25912.62891,27727.39258,27727.39258,29368391712
30-08-2023,27726.08398,27760.16016,27069.20703,27297.26563,27297.26563,16343655235
31-08-2023,27301.92969,27456.07813,25752.92969,25931.47266,25931.47266,20181001451
01-09-2023,25934.02148,26125.86914,25362.60938,25800.72461,25800.72461,17202862221
02-09-2023,25800.91016,25970.28516,25753.09375,25868.79883,25868.79883,10100387473
03-09-2023,25869.47266,26087.14844,25817.03125,25969.56641,25969.56641,8962524523
04-09-2023,25968.16992,26081.52539,25657.02539,25812.41602,25812.41602,10680635106
05-09-2023,25814.95703,25858.375,25589.98828,25779.98242,25779.98242,11094740040
06-09-2023,25783.93164,25953.01563,25404.35938,25753.23633,25753.23633,12752705327
07-09-2023,25748.3125,26409.30273,25608.20117,26240.19531,26240.19531,11088307100
08-09-2023,26245.20898,26414.00586,25677.48047,25905.6543,25905.6543,10817356400
09-09-2023,25905.42578,25921.97656,25810.49414,25895.67773,25895.67773,5481314132
10-09-2023,25895.21094,25978.13086,25640.26172,25832.22656,25832.22656,7899553047
11-09-2023,25831.71484,25883.94727,24930.29688,25162.6543,25162.6543,14600006467
12-09-2023,25160.6582,26451.93945,25133.07813,25833.34375,25833.34375,18657279324
13-09-2023,25837.55469,26376.11328,25781.12305,26228.32422,26228.32422,13072077070
14-09-2023,26228.27734,26774.62305,26171.45117,26539.67383,26539.67383,13811359124
15-09-2023,26533.81836,26840.49805,26240.70117,26608.69336,26608.69336,11479735788
16-09-2023,26606.19922,26754.76953,26473.89063,26568.28125,26568.28125,7402031417
17-09-2023,26567.92773,26617.99805,26445.07422,26534.1875,26534.1875,6774210670
18-09-2023,null,null,null,null,null,null
19-09-2023,26774.71484,27348.75,26683.63281,27169.29492,27169.29492,14855107584
